year,title,keyword,abstract,가능,개발,결과,관련,기반,기술,기존,논문,대상,목적,발생,방법,변화,분석,사용,산업,시스템,연구,영향,이용,자동차,자율,적용,제시,제안,주행,중요,증가,진행,차량,최근,특성,필요,확인,환경,활용,효과
2018,LFG 희박 연소 엔진에서 NOx 저감 연구를 위한 단기통 엔진 개발,"Land Fill Gas(LFG)(매립지가스),Lean burn(희박연소),Single cylinder engine(단기통),Water Injection(물분사),Intake air condition(흡기조건),NOx emission(질소산화물배출)","Recovery of energy from engine powered electric generation using exothermic energy of Landfill gas(LFG), which is composed mainly of methane and carbon dioxide, is very advantageous environmentally than deteriorating environmental pollution and global warming due to its emitting into air and flare combustion. In order to carry out a study to reduce NOx emissions including water injection in a generator engine using LFG as a fuel, a single cylinder engine system with a displacement of 2.7 liters and an output of 40 kW class was designed and developed. It is also important in this study to generate high ignition energy for stable ignition of LFG mixtures under both lean and supercharged conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,마찰 토크 제어가 가능한 다판 클러치의 전장화 설계,"Oil(유),Rotational speed(회전수),Friction torque(마찰 토크),Motor(모터),Multi-plate clutch(다판 클러치)","It is generally known that wet clutch is being used in many parts of the automotive fuel economy, such as transmissions, limited slip differential, and 4-wheel drive. Owing to oil, the structure is complicated when designing due to oil, and there is a limit to reducing the weight. Also, the use of fabrication oil slows down the reaction and does not provide efficient power transmission. There is a need for a new way to respond to the situation instantly and make to lightweight.
  In this study, we developed an experimental system to control the rotational speed according to the friction torque using a motor to make the multi-plate clutch electrically. And we try to implement clutch drive by new method through steady state experiment and transient state experiment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MOC 장착에 따른 CNG-디젤 혼소엔진의 배출가스 영향,"천연가스(Natural gas),경유(Diesel),MOC(Methane oxidation catalyst ),Exhaust gas(배출가스),혼소엔진(Dual-fuel engine)","Methane emission from natural gas engine is difficult to remove from typical three-way and diesel oxidation catalyst after combustion. Therefore, recently trends of aftertreatment with natural gas engines have add methane oxidation catalyst to meet the strengthen of emission regulation. This paper is on the methane emission characteristic of natural gas-diesel dual fuel engine, which are new paradigm fo diesel engine. In this study, the 6.7liters EURO-VI diesel engine was converted to implement the natural gas-diesel dual fuel engine. Also the MOC under development was add to installed meet the strengthened emission regulation. The test conditions compared the diesel operation and the CNG-diesel operation and analyzed the emission characteristics of DOC up stream, DOC down stream and AOC down stream under each condition. Also, MOC was installed in front of DOC to compared the characteristics of emissions that according to the MOC installation. As a result In the CNG-diesel dual fuel operation condition, PM, NOx, and CO2 were reduced compared to diesel operating condition, but CO and THC were increased. Also In the CNG-diesel dual fuel operation condition more than 99% of the THC emission was methane. Meanwhile Even though there has been about 76% of THC reduction due to MOC integration, it still were not meet EURO-6(WHSC) emission standards. Thus a strategy to improve performance and efficiency of MOC catalyst and CNG fuel management system control will be established.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PI 관측기를 이용한 MDPS 시스템의 모델 기준 제어,"Motor driven power steering(전동식 동력 조향),PI observer(PI 관측기),State feedback control(상태 궤환 제어),State estimator(상태 추정기)","Various control performances such as assist torque generation, vibration suppression, providing road surface information, returnability, and damping are required in MDPS (Motor Driven Power Steering) system. For this reason, many kinds of control methods are being studied. This paper proposes a PI (Proportional Integral) observer based controller. The proposed controller consists of PI observer, MDPS reference model, and integral state feedback control including reaction force compensation. The PI observer is designed to estimate the state of the system, the driver’s torque, and the rack reaction force, and then, the reference model is designed to have the desired steering feel. The estimated driver torque is used for the reference model to generate the position command. The motor torque to actuate the MDPS system consists of rack reaction force compensation and position control. This paper shows the simulation results to describe the performance of the proposed control method.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,차량 제어 기준모델에 대한 타이어 특성 인자에 관한 연구,"Tire Characteristic(타이어 특성),Vehicle Model(차량모델),ESC(Electric Stability Control),Statistic Analysis (통계적 분석),Regression Model(회귀 모델)","ESC(Electric Stability Control) that is one of Chassis Control System is recently popularized function of vehicle safety system to control vehicle motion by brake and engine torque. One of major factors on ESC system is vehicle reference model that is reflected vehicle motion on stable situation. Vehicle control system’s performance depends greatly on the vehicle reference model. Vehicle reference model is related by variable factor such as suspension, mass, dimension, steering, tire and etc. As the vehicle reference model, it sometimes cause over-control or unintended intervention issues. In this paper, the research focused on relationship between tire characteristic and vehicle reference model via statistic analysis. Tire width, aspect ratio, diameter, lateral force, aligning moment and rolling resistence moment are selected by Tire characteristic factors and they are measured by 17 different tires. Vehicle reference model is evaluated by vehicle characteristic speed. The present work suggests the regression model for estimating vehicle characteristic speed to estimate vehicle reference model using tire factors. Finally it expects to estimate efficiency of ESC performance by tire changing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,차량의 승차감 및 핸들링 성능 개발을 위한 전륜 로어 콘트롤암 부싱의 신뢰성 기반 최적화,"Ride(승차감),Handling(핸들링),Lower Control Arm(로어 콘트롤암),Bushing(부싱),Compliance(컴플라이언스),Response Surface Model(응답 표면 모델),Optimization(최적화)","This paper describes front LCA bushing optimization for R&H performance development considering reliability. The front lower control arm bushing is one of the most important components which transfer forces and moments to vehicle body structure. Especially, these are key factors to determine R&H performance such as steering feel, understeer and impact hardness. Therefore, LCA bushing should be optimized for well-balanced vehicle R&H performance. In this study, stiffness and damping characteristic of rubber bushing mainly were considered as design variable. For R&H simulations, vehicle model based on multi body dynamics, the TNO Swift tire and flexibility component were used. Also sensitivity analysis was performed with respect to design variables using DOE based on Latin hypercube and orthogonal array method. Optimization work was conducted using sequential quadratic programming and response surface model to predict performance of CAE model. To take manufacturing tolerance of bushing into consideration, optimization based on reliability was proceeded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,토르크 컨버터의 블레이드 표면 개선（DIMPLE형상 추가）에 의한 유체 성능 향상,"Automatic transmission(자동변속기),Torque converter(토르크 컨버터),Torus(토러스),Fluid performance(유체성능),Minimization(소형화),Dimple(딤플),Surface improvement（표면 개선）","Recently, the automobile development trend is increasingly demanded for the miniaturization of vehicle components, and the downsizing of torque converter is also needed for increase the fuel efficiency.
  In addition, the torque converter is required to secure more space due to the additional parts with various functions for improving performance. But fluid performance also must be ensured because miniaturized torus causes in performance degradation at the same time.
  In this study, new blade’s shape was suggested to improve fluid performance.
  First, effect of surface improvement was confirmed by CFD analysis of flow path’s simplicity model and the actual effect of torque converter was verified by experiment. As a result, it was confirmed that the performance of the blade surface improvement can be improved even in the miniaturized torus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,"자기 강화 메커니즘을 이용한 볼-램프 듀얼 클러치 시스템의 설계, 모델링 및 검증","Self-Energizing Mechanism(자기 강화 메커니즘),DCT(듀얼 클러치 트랜스미션),Ball-Ramp(볼-램프),Slip Control(슬립 제어)","DCT is transmission technology that has been actively studied. DCT has several advantages that address disadvantages of AT which is inefficient due to torque converter and MT which requires the driver to step on the clutch pedal continuously and consumes more time when gear to gear transmission. However, because of the use of two clutches, there are disadvantages that they are expensive and large in size. To address these disadvantages, researches have been actively conducted to implement a self-energizing mechanism using a rack-pinion mechanism. But backlash and gear friction from the rack-pinion mechanism reduce energy efficiency. Therefore, this paper proposed ball-ramp clutch actuator system which achieves small size, removes backlash and gear friction to achieve better performance of slip control. Furthermore, this system can perform slip control by adjusting ramp angle with self-energizing gain effect. The system dynamics is verified by conducting experiments using scale model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,차량내 전자 조향시스템의 치타음에 대한 연구,"Rattle Noise(치타음),Red-X(통계학적 문제해결 기법),Tooth mesh area(치면적),Swap test(교환 시험),Component analysis(구성요소 분석),Steering system(조향 장치),Friction(마찰력),Return Material Analysis(물적분석)","The purpose of this thesis is to define the main root cause of rattle noise from on the steering system in vehicle and it was analyzed to propose solution. Accurate identification of parts that generate rattle noise is needed. So, the study used a Red-X tool. It has statistical technique. The Red-X tool has a more specific and objective method, making it possible to present a clear root cause of the noise. Component analysis method was used to identify the occurrence parts of noise, and further experiments were conducted such as Tooth Mesh test and Swap test in RMA bench. This study attempted to identify the cause of rattle noise happened from the inside of steering system and in this study, a subjective test was conducted to determine the impact of the friction level on the performance of the steering system. Based on the sensitivity analysis, tooth mesh test and subjective test, it was intended to make an optimal level of steering performance while eliminating rattle noise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,샤시계 체결법에 따른 볼트 축력 산포 비교 연구,"Bolt(볼트),Torque Control Tightening(토크 제어 체결법),Angle Control Tightening(각도 제어 체결법),Elastic Range(탄성역),Ultrasonic Bolt Tension(초음파 볼트 축력)","Torque control and angle control are used as automotive chassis parts tightening method. In general, torque controlled tightening method is used in elastic range and angle controlled tightening method is used in plastic range of bolts.
  This paper describe experimental analysis of bolt axial force scatter by ultrasonic bolt tension measurement about torque control and angle control in elastic range of bolts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,동일 모델의 차량 간 HSA Noise 편차에 대한 원인 분석,"HSA(Hill Start Assist),ESC(Electronic Stability Control),VAF(Value Added Function),HSA noise(HSA 노이즈),Brake System(브레이크 시스템),EBCM(Electronic Brake Control Module)","Recently, the existence of vehicle controls functions which are helpful for the vehicle safety and convenience requirement of driving is becoming the main factor of consumer’s vehicle choice. Therefore, many automobile manufacturers are trying to satisfy the vehicle safety and convenience requirements of consumers by assuring the performance of driving and braking by applying various VAF (Value Added Function) to their vehicles. Thus, VAF is closely connected with the consumer’s vehicle use so it is important not only to implement the function but also to ensure the reliability and stability in the function operation.
  HSA(Hill Start Assist) is a kind of VAF, which means that if the driver has to release the brake pedal to prepare for departure on a sloping hill, the vehicle will necessarily be pushed to a lower slope. In this situation, the undesired movement of the vehicle gives the driver a psychological and physical risk situation. While the driver is preparing to launch the vehicle, HAS controls the brake system to stop the vehicle for a certain period of time so the function helps driver to launch the vehicle easily. When HSA is activated, ESC(Electronic Stability Control) system maintains the brake pressure on each wheel for a certain period of time through the inner valve control in HCU(Hydraulic Control Unit) and the vehicle can be stopped without being pushed from the hill even when the driver releases the brake pedal.
  As mentioned above, HSA controls the brake system directly so performance and noise occurrence of the function are determined according to the configuration of the brake system. In this paper, HSA noise is focused when HSA is activated and we analyze the cause that there is the deviation of noise level despite two vehicles of same model use same HSA algorithm and the brake system then we suggest the solution for reducing the noise level deviation. A brief description of the test method is as follows. First, selecting two brake systems of same model vehicles which the noise deviation of HSA is largest and we identify which hardware components of the brake system are biggest contributors to the noise deviation by swapping each subcomponent and measuring HSA noise. Then, we analyze which the physical differences of the components are the most representative cause of HSA noise deviation between same model vehicles and we prove that controlling the physical differences to the minimum is effective to reduce the noise deviation of HSA by actual vehicle tests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,실차 시뮬레이션 시험에서 브레이킹 컴퍼넌트의 로드 투 랩 코릴레이션 향상을 위한 연구,"Full Vehicle Road Simulation Test (Lab. 실차내구시험),vRLDA (Virtual Road Load Data Acquisition,가상주행 하중 측정),VPG (Virtual Proving Ground),WFT (Wheel Force Transducer),pRLDA (Physical Road Load Data Acquisition,실차 주행 하중 측정),Correlation(상관관계),DFD (Drive File Development,장비구동 파일 생성),Pseudo Damage Analysis (가상 데미지 분석),Braking Event (브레이킹 도로 - Pitching Motion Road),Local Strain (국부 변형량)","These days, the road simulators in the laboratory have become a common tool within the automotive industry for evaluation and validation of vehicle durability performance. Also, all industries are rapidly changed according to the customer needs and try to do their best to apply the customer needs. So, the key of automotive industry is the reduction of the development period to adapt to the speedy change of their needs. To do this, many automotive companies try to develop RLM (Road to Lab to Math) process method. It results in extending the role of CAE (Computer Aided Engineering) and CAT (Computer Aided Testing). These works are focused on rapid test results and good correlation with actual test. In this paper, RLM project are correlated between the Proving Ground Vehicle model to Lab. Vehicle model Vehicle model, regenerated by the Braking Event Road ? Pitching Motion and compared the pseudo damage between desired file and rig response file at wheel force Fx, wheel moment My, knuckle and brake caliper local strain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,차량용 액추에이터의 저소음 기어 설계인자 도출을 통한 최적설계 연구,"Gear Train(기어열),Tooth Form(치형),Noise(소음),Transmission error(치합전달 오차),Motor Driven Actuator(모터구동 액추에이터)","Because of customer’s demands for comfortable and silent vehicle, a large number of studies about the noise level reduction at the first step of vehicle design have been accomplished. Each component attached on the engine has to be needed the effort to improve the noise characteristic, but it is also important to solve that problems by means of systematic approach under the component assembly conditions. When Motor actuator is operating by ECU control signal, the noise source is generated at gear-train. This paper presents the modification of gear tooth form optimized for reducing the noise level by optimal design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,입자상 물질 저감장치의 압력강하를 예측하기 위한 1D 시뮬레이션 모델링 방법론 연구,"Wall Permeability(벽면 투과율),Soot Cake Permeability(PM 층 내부 투과성),Thermal Expansion Coefficient(열팽창계수),Wall Flow Monolith(벽 유동형 모노리스),SiC Filter(탄화규소 필터),Soot Packing Density(PM 채우기 밀도)","The drawback of Gasoline and Diesel Direct Injection (GDI, DI Diesel) engines are increased particle number (PN) emissions compared to conventional Port Fuel Injection (PFI) engines. But in case of GDI, the key technology is to reduce CO2 emission and PM without sacrificing torque and power output. Therefore, Gasoline and Diesel Particulate Filter (GPF, DPF) systems are required as an established emission control technology to reduce particulate maters for several years.
  The pressure drop caused by GPF and DPF is a big problem to be overcome because it results in higher CO2 emissions. In addition, sufficient filtration efficiency for particles is needed to meet the PM and PN emission regulation. Thereby 1-D CFD simulation for predicting pressure drop in the GPF and DPF is a subject of special interest for the design of particulate filters to decrease the pressure drop in terms of system optimization with consideration of diesel and gasoline engines. In order for the pressure drop modeling, special emphasis is given on the wall, soot permeability, filter inlet and outlet flow properties and its dependence on temperature and pressure. We performed various parametric studies by using optimization program, AVL Design Explorer<SUP>®</SUP> to establish pressure drop modeling procedure and analytic expression which is experimentally validated.
  This study establishes the pressure drop modeling procedure and examines various of the pressure drop parameters for the analytical expression are determined based on experimental data of diesel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,닫힘고착 방지를 위한 퍼지 제어 솔레노이드 밸브에 관한 연구,"PCSV(퍼지 제어 솔레노이드 밸브),Closed Stuck(닫힘고착),ELT(Extreme Low Temperature) Type FKM(극저온 FKM),Anti-Sticking(점착방지),Rubber Coating(고무 코팅)","The Purge Control Solenoid Valve (PCSV) is a solenoid valve type actuator that regulates the flow rate of hydrocarbon (HC) gas through the operation of an valve. Generally, when the power is applied to the PCSV, the valve is opened since the valve magnetic force is larger than the engine vacuum pressure and spring force. However, if the number of valve operating counts progressively increases or the total resistance force is larger than the magnetic force due to the additional reaction force such as sticky forces environmentally generated , the valve may not be operated normally even when the power is applied, so that the closed stuck can be caused. Therefore, the PCSV requires careful consideration of the possibility of valve closed stuck and a robust design for the closed stuck. In this study, we discuss how to improve the valve closed stuck, which can be caused by external environment or repetitive valve operation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,지역별 주행환경을 고려한 흡기호스 내열수명 예측에 관한 연구,"Thermal Life(내열수명),Air Intake System(흡기계),Air Intake Hose(흡기호스),Air Duct(흡기덕트),Thermal Damage(열화도),Arrhenius Equation(아레니우스 수명식)","Recently, regulations on the environment and fuel efficiency of automobiles have been tightened. The global automotive industry is trying to reduce the weight while expanding the turbocharger engine in response to this regulation. The turbocharger is inevitably hot because it uses exhaust gases to pump the air required for engine combustion. Therefore, for hoses fitted to the turbocharger inlet and outlet, the heat resistance performance of air intake hose is paramount. This paper predicted the thermal life of the air intake hose fitted to the turbocharger inlet based on Arrhenius equation, warranty and regional environment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,위상 최적화를 이용한 C-EPS용 메인 하우징의 경량화 설계,"Steering System(조향 장치),MDPS (모터 구동 식 조향장치),EPS (모터 구동 식 조향장치 ),Topology Optimization(위상 최적화),NVH,Housing","The C-EPS is an electric steering system in which the actuator that supports the driver""s steering force is located on the column. The main components are motor, ECU, sensor, reducer, main housing. Among them, the main housing plays an important role in determining the assembling position of the main parts such as the reducer, in addition to the function of simply protecting the internal parts. As a result, the rigidity and machining accuracy of the main housing affect system performance. In particular, the C-EPS with the low-rigidity main housing may degrade the NVH performance and system efficiency because the main housing is slightly deformed due to the reducer component generated when the motor operates at the maximum output. Thus, the main housings that are currently in production are heavily weighted to increase rigidity.
  In recent years, however, the automobile industry has been actively researching the weight reduction of automobile parts in order to improve fuel efficiency, and the need for lightweight design of C-EPS is also emerging. In order to lighten the main housing for C-EPS, researches on structural optimization have been carried out.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,통풍시트의 유량 성능에 영향을 미치는 설계요소에 대한 실험적 연구,"Ventilated Seat(통풍시트),Air flow(유량),Design factors(설계 요소),Pad(패드),Blower(블로워),Covering(커버링)","Today’s cars are emphasized not only as a means of transportation, but also as a daily space. Among them, improving comfort is closely linked to comfortable living conditions in cars, and car seats are also evolving to meet these trends. Ventilated automotive seats play a big role in providing comfort conditions for drivers and passengers, so vehicles with ventilated seats are on the rise. This increases the experience of customers’ ventilated seats and increases the performance they demand.
  In this research project, ventilated seats were divided into three system; blower system, pad system and covering system. Air flow performance was measured by changing major design factors. Based on this, design factors that effect on air flow performance the most are derived and presented in the design guide for strengthening air flow performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,벤죠엔슬 픽업트럭의 록업 부밍개선 연구,"Lock-up Booming noise(록음부밍음),Rear alxe pitch mode(리어엑슬 피치 모드),Frame bending mode(프레임 굽힘 모드),Leaf spring(리프스프링),Banjo axle(벤죠엑슬),Inertia(이너샤)","A pickup truck with rear banjo type axle has a problem of lock-up booming noise and vibration which is caused by rear axle pitch mode and frame bending mode at low rpm. This paper classifies the problem and suggests for countermeasure in view of source, transfer path and response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,수학적 모델링을 활용한 Shock Absorber의 설계 변수에 따른 성능 분석,"Shock Absorber(충격흡수기),Damping Force(감쇠력),Piston Valve(피스톤밸브),Base Valve(베이스밸브),Relief Valve(릴리프밸브)","Recently, suspension is being actively developed to improve performance and safety of the vehicle. The function of suspension is to damp the vibration transmitted from the road surface to vehicle body. In this study, 1-D code program using mathematical model was developed for investigating damping characteristic according to design parameters. As design variables, the disc thickness and the number of orifice holes were selected, and the effect of each parameters on the damping force was examined by 1-D code.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,CAE를 이용한 샤시 성능 선행단계 개념모델 개발,"Concept Model (개념모델),Pre-design Stage (선행단계),CAD (컴퓨터 응용 설계),CAE (컴퓨터 응용 해석),Design Template (설계 템플릿)","In H/KMC chassis design process, chassis product is designed by approved drawing which is satisfied with the engineering specification H/KMC require. This means the vendor in charge of chassis parts designs the product under the H/KMC engineering specification. This process has negative effect to chassis design engineer of vehicle company. The (vehicle company) engineer concentrate or depend on only engineering specification without structural concept & thinking. So, it is essential having a concept model for research & development in vehicle company chassis design department. In this paper, some concept models (front/rear lower control arm & CTBA) will be introduced. This concept model is kind of template model on CAD program (CATIA) base which could be changed easily by some design variables. The finite element model for CAE is also made automatically. These models are useful for chassis structural concept design at pre-design stage with CAE verification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,상용차용 하이브리드 파워스티어링 조향시스템 개발,"EHPS (전동유압식 조향시스템),HPS (유압식 조향시스템),EPS (전동식 조향시스템)","Future technology trends of commercial vehicle steering components can be divided into three types. Environmentfriendly technologies for environment-related regulations such as reducing emissions and improving fuel efficiency, and technology for driving convenience using electric steering control systems, and safety technology to protect drivers, passengers, nearby vehicles and pedestrians. Large commercial vehicles require a high-power steering system that used engine-driven hydraulic pump systems (genally used min 120bar, 17Liter/min) compared to passenger cars. In recent technical trend, In order to improve fuel efficiency and realize autonomous driving technology, we designed EHPS and Motor driven electric control actuator with the same structure as C-EPS.
  Unlike the HPS system, the power used in the EHPS system is the motor, which rotates the gear pump to generate flow and pressure, and the steering oil is delivered to the ball nut gearbox to operate the power steering system through the pitman arm. The advantage of EHPS is that it does not use the engine drive torque, so it improves fuel efficiency by about 1%, and when the pump is connected in parallel, it can secure the flow rate to the main steering. In this process, it is difficult to realize the active autonomous driving technology of the vehicle itself through the steering angle control separately from the driver""s steering intention. Therefore, the motor control device directly connected to the steering wheel is essential, and we can design the actuator system by selecting the package and the required output according to the use conditions. The required steering torque as a general auxiliary steering was about 20 Nm, and the C-EPS type actuator using a worm reducer was manufactured and the performance evaluation was carried out.
  In this paper, we describe the construction process of the power steering system for commercial vehicles and the design process of the components.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MDPS 토션바 강성 증대에 따른 시스템 영향성 분석 및 성능 향상,"Electric Power Steering,Torsion bar stiffness,System Identification,System frequency response,Sampling time,Phase margin,Blackman-Harris Window,Software delay,Task scheduling","This paper describes the effect of the system on the torsion bar stiffness of the Electric Power Steering.
  The MDPS system mainly functions to assist the driver""s torque in the vehicle. Its components can be roughly classified into torsion bar, torque sensor, motor sensor, ECU, and motor.
  When the driver steers, the torsion bar is twisted and the torque sensor measures the torsion angle of the torsion bar. Therefore the motor is finally driven according to the steering torque magnitude of the driver.
  Recently, the stiffness of the torsion bar has been increased to improve the response of the MDPS. In this paper, the system frequency response was measured and analyzed to determine the influence of the system on the stiffness increase of the torsion bar. In conclusion, this study was designed to increase the sampling frequency in order to increase the system phase and analyze the gain-phase of the logic to verify its effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,아우터 타이 로드 경량화를 위한 근사 모델 기반 최적 설계,"Outer tie rod (아우터 타이 로드),Buckling load (좌굴 하중),Approximation model (근사 모델),Evolutionary algorithm (진화 알고리즘),Design optimization (최적 설계)","Recently in the various industries including automotive department are using CAE (computer aided engineering) method to reduce the development costs such as time and material cost. In this paper, we simplified the outer tie rod from finite element (FE) model to beam element model, approximation model. And we formulated a design problem to minimize the weight of outer tie rod while satisfying the design constraints, buckling load. Design optimization results reveals that the weight is reduced by 10.3% using evolutionary algorithm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,레이더 모듈을 이용한 호흡 모니터링 연구,"Radar(레이더),Radar detection(레이더 검지),Monitoring(분석장비),Signal detection(신호 검출기),Breath Rate(호흡 측정),Heartbeat(심장 박동 측정)","This Paper Infineon""s radar RF chip to study breathing and heart rate measurements over a short distance wirelessly using a small 24GHz radar sensor and using respiration and heart rate signals In this paper, we introduce a program that can derive the result of the intermediate step of the algorithm for analysis, and compare the result of operation with the electrocardiogram analyzer to conduct a respiration monitoring study using a radar module. Compared to the ECG measurement system, the response was measured by collecting data about 15 ~ 20 seconds, and compared the measured respiration signal results with the respiration measurement information of the ECG. The respiration monitoring result was within ± 2 of respiratory error and less than ± 10 of heart rate error and has been promoting the commercialization for the application in wireless breathing monitoring applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,시뮬레이션을 활용한 전력변환제어기 신소재 하우징 개발에 관한 연구,"Dual Power Control Unit(전력변환제어기),Thermal-Electric Analysis(열-전기 연성해석),Heat Dissipation(방열),Dual Power Supply System(이중전원시스템),FEM(유한요소법)","This paper describes the development of Dual Power Control Unit (DPCU) housings applied new material. In this study, thermal analysis of DPCU is performed and the heat dissipation performance of the housing using with the new material is predicted. PCB temperature rise test and analysis of DPCU are performed, and the analytical properties are obtained by comparing the test and analysis results. The error of the test and analysis results is ±3℃. The thermal analysis of aluminum and new material housing is carried out using the property of PCB and the results are compared. As a result of the analysis, we have developed a new material housing that is 45percent less in weight than aluminum, but at the same level of performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SW 자동화 시스템 설계,"Software(소프트웨어),Automation(자동화),Rule(규칙),Architecture(아키텍처),Human Error(휴먼에러),Quality(품질)","As the importance of automotive electronic systems grows, we are faced with the need to reduce software development resources and improve quality.
  To accomplish this purpose, we aim to achieve the goal of quality improvement by automating information export, analysis of design information, and production process based on formal requirements. As a result of applying these automation systems, we have found that resources are reduced and quality is improved. We expect this automation system to have a positive effect on the automotive industry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,저속 주행 중 Surround View Monitoring System 자동공차 보정에 관한 연구,"Surround View Monitoring system (서라운드 뷰 모니터링 시스템),Camera Calibration(카메라 보정),Feature tracking(특징점 추적),KLT tracking(KLT 트래킹),Camera Pose Estimation(카메라 자세각 추정)","Nowadays, many consumers prefer Surround View Monitoring (SVM) system for parking convenience. SVM is a system that helps drivers to park the car conveniently by supplying top-down view with multiple SVM Cameras installed on Vehicle. To get a well-matched synthesized image, it is necessary to find out the mounting angle between the ground and each camera and synthesize them. As SVM calibration method, it is often used to manually calibrate the position of the vehicle with a correction plate after parking the vehicle. However, this is only possible in limited areas and there is a restriction that the driver must correctly position the vehicle for calibration. In this paper, we propose a method to calibrate cameras automatically using acquired SVM images during driving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Unscented Kalman Filter 를 이용한 차량의 롤 각 추정기 설계,"Bicycle Model(자전거 모델),Roll Angle(롤 각),Extended Kalman Filter(확장 칼만필터),Unscented Kalman Filter(무향 칼만필터),Cornering Stability(선회 안정성),Lateral Acceleration(횡가속도)","In order to improve the cornering stability of the vehicle, the information about the vertical tire force and roll angle is required. So many researches have been conducted using a roll angle estimator based on Extended Kalman Filter (EKF). However, its performance drops sharply in various driving and road environments, because of the nonlinearity of bicycle model. Thus, we propose more robust roll angle estimator based on Unscented Kalman Filter (UKF) algorithm for the lateral acceleration nonlinearity change of vehicle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,운전자 조향감과 토크센서 상관관계에 대한 연구,"Torque Sensor,Steering Feeling,ECU (Electronic Control Unit),EPS (Electronic Power Steering)","The steering feeling is associated with emotional quality and should be designed so that no feeling of weight steering feeling, lightness steering feeling, or strange steering feeling is generated. In this paper, we investigated the correlation between steering feeling and torque sensor that is closely related to the steering feeling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,AUTOSAR 플랫폼 기반 ECU에서의 CAN 메시지 처리 S/W 구조 최적화 연구,"AUTOSAR(오토사),CAN(캔),Interrupt(인터럽트),Polling(폴링),ECU(전자 제어 장치)","Recently, the development of automotive field SW is being carried out based on the AUTOSAR platform. The AUTOSAR platform provides two methods for receiving CAN messages. Those are Interrupt method and Polling method. Interrupt method is vulnerable to CAN DoS attacks. And in case of Polling method, it does not satisfy specification about processing unexpected N_PDU Signal defined in ISO 15765-2. In this paper, we demonstrated the disadvantages of two types of CAN receiving methods basically provided by AUTOSAR through experiments. In addition, we proposed a CAN receiving method that compensates for the disadvantages. And we confirmed that the existing disadvantages are solved by using the proposed method. The method proposed in this paper is considered to be applicable to all ECUs receiving CAN signals, not air suspension ECUs. However, period of polling and method about processing the event message will need to be modified a little in accordance with the system..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
